id_in_session,code,_is_bot,_index_in_pages,_max_page_index,_current_app_name,_current_page_name,time_started_utc,visited,participant_code,session_code,is_demo,real_world_currency_per_point,name,participation_fee,id_in_group,payoff,reserve_m_1,reserve_m_2,value_1,value_1_1,value_1_2,value_1_3,value_1_4,value_1_5,value_1_6,value_2,value_2_1,value_2_2,value_2_3,value_2_4,value_2_5,value_2_6,value_1_max,value_2_max,reserve_p_2,upfront_2,random_m_1,random_m_2,reserve_2,profit_1,profit_2,profit,get_1,get_2,revenue,revenue_1,revenue_2,account_1,account_2,account,earn,bonus,getmyerson_1,getmyerson_2,getpost_2,lucky,finalpay,quiz1,quiz2,quiz3,quiz4,p_reserve_m_1,p_reserve_m_2,p_value_1,p_value_1_1,p_value_1_2,p_value_1_3,p_value_2,p_value_2_1,p_value_2_2,p_value_1_max,p_value_2_max,p_reserve_p_2,p_upfront_2,p_random_m_1,p_random_m_2,p_reserve_2,p_profit_1,p_profit_2,p_profit,p_get_1,p_get_2,p_revenue,p_revenue_1,p_revenue_2,p_getmyerson_1,p_getmyerson_2,p_getpost_2,p_bid_1,p_enter_2,p_bid_2,bid_1,enter_2,bid_2,lottery1,lottery2,lottery3,lottery4,lottery5,lottery6,lottery7,lottery8,lottery9,lottery10,survey1,survey2,survey3,survey4,survey5,survey6,surveyid,id_in_subsession,round_number,date,treatment,survey3grad
10,22jyxmq0,0,25,24,Static_mechanism_better_2,Results,2021-09-13 20:49:48.772668,1,55.0,pozvojdo,0,0.1,Static_mechanism_better_2,0.0,10,55.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,5.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,55.0,5.5,5.0,,,,6,15.5,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,0,8.0,8.0,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,,,,3.0,,4.0,2.0,,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,"I would bid as high as the benefit (value) I would get. There was no profit to be made, but I would still bid if 4 value and 4 price. MR=MC ","Trying to maximize chances of winning, but also having some risk. ",10,1,1,0913,4,
11,3tt9398e,0,25,24,Static_mechanism_better_2,Results,2021-09-13 20:50:27.084124,1,68.0,pozvojdo,0,0.1,Static_mechanism_better_2,0.0,11,68.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,18.0,1.0,1.0,4.0,2.0,2.0,50.0,52.0,68.0,6.8,16.0,,,,2,16.8,0.0,0.0,,,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,,,,,,2.0,2.0,4.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,12.0,2.0,,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,3.8,I made the decision by picking the same value as my secret number.,I made the decision by picking the largest number.,11,1,1,0913,4,
12,7ygcuysc,0,25,24,Static_mechanism_better_2,Results,2021-09-13 20:50:37.676756,1,82.0,pozvojdo,0,0.1,Static_mechanism_better_2,0.0,12,82.0,2.0,2.0,16.0,0,0,0,1,0,0,4.0,0,1,0,0,0,0,32.0,8.0,,,,,,14.0,2.0,32.0,1.0,1.0,4.0,2.0,2.0,64.0,66.0,82.0,8.2,16.0,,,,4,18.2,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,1,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,2.0,,7.0,10.0,,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,3.4,A bid higher than where the chances start to get too small an unlikely so greater change at getting the item if it was equal to or less.,A bid higher than the possible so its guaranteed to get the item.,12,1,1,0913,4,
2,4xxll5s3,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:26:36.253951,1,61.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,2,61.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,2.0,4.0,0.0,1.0,2.0,4.0,2.0,11.0,1.0,1.0,6.0,0.0,6.0,54.0,56.0,61.0,6.1,5.0,1.0,1.0,1.0,8,16.1,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,0.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,13.0,4.0,9.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,3.8,I usually chose the the middle of the integer options.,I also tended to choose the middle of the integer options.,2,1,1,0914,1,
3,gdnsy5w7,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:26:45.482924,1,55.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,3,55.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,7.0,2.0,5.0,50.0,50.0,55.0,5.5,5.0,1.0,1.0,1.0,9,15.5,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,0.0,5.0,0.0,0.0,0.0,6.0,-1.0,5.0,1.0,1.0,5.0,0.0,5.0,1.0,1.0,1.0,12.0,1.0,8.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,5.0,3.4,I looked  at the bid offers,I looked at the membership offers,3,1,1,0914,1,
5,3o2bqwbs,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:27:03.965368,1,92.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,5,92.0,2.0,2.0,4.0,0,1,0,0,0,0,32.0,0,0,0,0,1,0,8.0,64.0,2.0,4.0,0.0,1.0,2.0,4.0,30.0,42.0,1.0,1.0,6.0,0.0,6.0,54.0,84.0,92.0,9.2,8.0,1.0,1.0,1.0,8,19.2,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,2.0,1.0,6.0,4.0,1.0,32.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,5.0,7.5,maybe by working smart and focusing in secret price,by waiving the membership fee if the bid is higher,5,1,1,0914,1,
6,ufvv9uue,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:27:11.560602,1,64.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,6,64.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0,-4.0,14.0,1.0,1.0,6.0,0.0,6.0,52.0,48.0,64.0,6.4,16.0,1.0,1.0,1.0,1,16.4,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,4.0,1,0,8.0,8.0,1.0,4.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,1.0,8.0,0.0,8.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,10.0,3.94,I didn't quite understand the first period in all honesty.,"As for the first period, I didn't quite understand the second period.  For the bonus rounds, I tried averaging out probabilities.",6,1,1,0914,1,
7,zfqkn9yf,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:27:16.774785,1,57.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,7,57.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,7.0,1.0,1.0,7.0,2.0,5.0,50.0,52.0,57.0,5.7,5.0,1.0,1.0,1.0,9,15.7,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,1.0,6.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,10.0,3.96,,,7,1,1,0914,1,
9,ntbkyicn,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:27:27.702309,1,63.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,9,63.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,4.0,3.0,1.0,0.0,4.0,0.0,-3.0,13.0,1.0,1.0,9.0,2.0,7.0,50.0,47.0,63.0,6.3,16.0,1.0,1.0,1.0,1,16.3,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,1.0,4.0,1.0,1.0,4.0,-2.0,2.0,0.0,1.0,1.0,12.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,7.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,10.0,3.63,Assessing risk against potential reward,Assessing risk against potential reward,9,1,1,0914,1,
10,hydm6pr7,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:27:34.062783,1,58.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,10,58.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,8.0,2.0,0.0,0.0,8.0,2.0,-2.0,8.0,1.0,0.0,2.0,0.0,2.0,52.0,50.0,58.0,5.8,8.0,1.0,1.0,0.0,6,15.8,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,0.0,5.0,0.0,1.0,4.0,6.0,2.0,8.0,1.0,1.0,9.0,0.0,9.0,1.0,1.0,1.0,7.0,1.0,7.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,7.0,,,,10,1,1,0914,1,
11,82z567qk,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:27:40.827586,1,54.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,11,54.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,4.0,3.0,1.0,0.0,4.0,2.0,-3.0,4.0,1.0,0.0,5.0,2.0,3.0,52.0,49.0,54.0,5.4,5.0,1.0,1.0,0.0,8,15.4,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,4.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,3.59,,,11,1,1,0914,1,
12,ax620ksq,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:27:48.619283,1,66.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,12,66.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,0.0,6.0,0.0,1.0,2.0,4.0,2.0,16.0,1.0,1.0,8.0,0.0,8.0,54.0,56.0,66.0,6.6,10.0,1.0,1.0,1.0,3,16.6,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,2.0,3.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,3.0,1.0,5.0,6.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,3.76,I thought about the average of the value of the items,I based my decision on the membership fee and tried to not go under the secret price,12,1,1,0914,1,
13,i8oc223e,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:27:57.254444,1,55.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,13,55.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,2.0,4.0,0.0,0.0,2.0,4.0,-4.0,5.0,1.0,1.0,6.0,0.0,6.0,54.0,50.0,55.0,5.5,5.0,1.0,1.0,1.0,9,15.5,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,1.0,4.0,1.0,1.0,4.0,-2.0,2.0,0.0,1.0,1.0,12.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,8.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,,,,13,1,1,0914,1,
15,j8jofkxm,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:28:15.484317,1,85.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,15,85.0,2.0,2.0,2.0,1,0,0,0,0,0,32.0,0,0,0,0,1,0,4.0,64.0,8.0,2.0,1.0,1.0,2.0,0.0,30.0,35.0,1.0,1.0,6.0,2.0,4.0,50.0,80.0,85.0,8.5,5.0,1.0,1.0,1.0,9,18.5,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,1.0,4.0,1.0,6.0,2.0,1.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,9.0,2.97,I chose the max number the price could be that would result in zero profit.,I chose the highest number that could result in zero profit taking into account the entrance fee,15,1,1,0914,1,
16,ye38gaaa,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:28:20.759210,1,55.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,16,55.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,2.0,4.0,0.0,0.0,2.0,4.0,-4.0,5.0,1.0,1.0,6.0,0.0,6.0,54.0,50.0,55.0,5.5,5.0,1.0,1.0,1.0,9,15.5,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,1.0,6.0,1.0,6.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,3.98,"I set the bid according to my value, and waited for the decision. ","I entered, hoping my value would be higher than the membership fee (which was not the case), and set a bid that was 1 above my value, as my value was very low. ",16,1,1,0914,1,
18,pry2bq28,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:28:51.042147,1,60.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,18,60.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,8.0,2.0,0.0,0.0,8.0,2.0,-2.0,10.0,1.0,0.0,2.0,0.0,2.0,52.0,50.0,60.0,6.0,10.0,1.0,1.0,0.0,5,16.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,2.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,9.0,2.5,It was more of a guess- the chances were fairly equal,"I chose to take the risk and go in, and chose the option I believed had the highest chance of success",18,1,1,0914,1,
19,bi6tcpnn,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:28:56.167028,1,58.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,19,58.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,8.0,2.0,1.0,0.0,8.0,2.0,-2.0,8.0,1.0,0.0,4.0,2.0,2.0,52.0,50.0,58.0,5.8,8.0,1.0,1.0,0.0,6,15.8,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,0.0,5.0,1.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,13.0,4.0,9.0,1.0,1.0,1.0,7.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,3.9,,,19,1,1,0914,1,
20,m67edmvk,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:29:03.406803,1,55.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,20,55.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,1.0,5.0,1.0,0.0,1.0,2.0,-2.0,5.0,1.0,1.0,8.0,2.0,6.0,52.0,50.0,55.0,5.5,5.0,1.0,1.0,1.0,6,15.5,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,7.0,5.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,,,,20,1,1,0914,1,
23,tlli1uzw,0,37,36,Non_clairvoyant_dynamic,Results,2021-09-14 16:29:45.755231,1,72.0,bbp27rqb,0,0.1,Non_clairvoyant_dynamic,0.0,23,72.0,2.0,2.0,2.0,1,0,0,0,0,0,16.0,0,0,0,1,0,0,4.0,32.0,16.0,1.0,1.0,1.0,2.0,0.0,14.0,22.0,0.0,1.0,3.0,0.0,3.0,50.0,64.0,72.0,7.2,8.0,0.0,1.0,0.0,6,17.2,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,3.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,6.0,0.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,5.0,3.88,Only bid the (worth of the item to you - 1) to ensure that at minimum you make 1 point of profit.,Only bid (the worth of the item to you - entry fee - 1) to ensure that at minimum you will make 1 point of profit.,23,1,1,0914,1,
1,e09nq1wk,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:12:45.964086,1,59.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,1,59.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,5.0,2.0,3.0,50.0,51.0,59.0,5.9,8.0,1.0,1.0,1.0,7,15.9,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,1.0,4.0,0.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,8.0,0.0,8.0,1.0,1.0,1.0,4.0,1.0,12.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,4.0,3.34,I tried to bid the highest as there was no membership fee so i was going to get the item anyway,I paid the membership fee so I can get a chance to play and then went with a not too high number  ,1,1,1,0914,2,
2,0vh1cj0a,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:12:55.346761,1,64.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,2,64.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,3.0,0.0,0.0,1.0,2.0,4.0,2.0,14.0,1.0,1.0,2.0,0.0,2.0,54.0,56.0,64.0,6.4,8.0,0.0,1.0,1.0,6,16.4,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,0.0,5.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,3.0,,,,2,1,1,0914,2,
3,sa10p9zp,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:13:12.201593,1,75.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,3,75.0,2.0,2.0,16.0,1,0,0,1,0,0,2.0,1,0,0,0,0,0,32.0,4.0,0.0,3.0,0.0,0.0,0.0,16.0,-1.0,25.0,1.0,1.0,3.0,0.0,3.0,66.0,65.0,75.0,7.5,10.0,1.0,1.0,1.0,1,17.5,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,6.0,16.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,28.0,1.0,3.8,based on the info provided,based on the info provided,4,1,1,0914,2,
5,30iuammt,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:14:16.936826,1,73.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,5,73.0,2.0,2.0,8.0,0,0,1,0,0,0,4.0,0,1,0,0,0,0,16.0,8.0,0.0,3.0,1.0,0.0,0.0,6.0,1.0,23.0,1.0,1.0,5.0,2.0,3.0,56.0,57.0,73.0,7.3,16.0,1.0,1.0,1.0,5,17.3,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,0.0,5.0,0.0,1.0,4.0,4.0,2.0,6.0,1.0,1.0,9.0,0.0,9.0,1.0,1.0,1.0,6.0,1.0,9.0,11.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,3.8,"Since I only had to pay the secret price, I wanted to bid higher than what the true  price was every round. The rest was honestly just gut feelings on which specific number to choose. ",Similar to the first period except I paid for the membership each time since I believed it to be  worth the price.,5,1,1,0914,2,
8,yhe5s5ok,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:14:45.513813,1,88.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,8,88.0,2.0,2.0,32.0,0,0,0,0,1,0,4.0,0,1,0,0,0,0,64.0,8.0,0.0,3.0,0.0,0.0,0.0,32.0,1.0,38.0,1.0,1.0,3.0,0.0,3.0,82.0,83.0,88.0,8.8,5.0,1.0,1.0,1.0,6,18.8,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,2.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,3.0,1.0,6.0,15.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,21.0,9.0,3.39,By bidding closest to the secrets price,By paying the membership fee and bidding close to the secret price,8,1,1,0914,2,
9,xe5ty7yn,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:14:56.218158,1,67.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,9,67.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,-1.0,17.0,1.0,1.0,3.0,0.0,3.0,52.0,51.0,67.0,6.7,16.0,1.0,1.0,1.0,1,16.7,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,3.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,6.0,0.0,1.0,1.0,2.0,1.0,12.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,3.0,2.65,I went on a gut feeling mostly.,I went on the probability I thought would net the most gains in points,9,1,1,0914,2,
10,vy0l8svh,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:15:06.110217,1,91.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,10,91.0,2.0,2.0,32.0,0,0,0,0,1,0,4.0,0,1,0,0,0,0,64.0,8.0,0.0,3.0,1.0,0.0,0.0,30.0,1.0,41.0,1.0,1.0,5.0,2.0,3.0,80.0,81.0,91.0,9.1,10.0,1.0,1.0,1.0,3,19.1,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,0.0,5.0,0.0,0.0,0.0,6.0,-1.0,5.0,1.0,1.0,5.0,0.0,5.0,1.0,1.0,1.0,8.0,1.0,6.0,20.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,3.33,By comparing the numbers in the chart with the true value,"By comparing the numbers in the chart with the true value, I also did not care about the membership price",10,1,1,0914,2,
11,wktkopuj,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:15:14.318195,1,62.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,11,62.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,12.0,1.0,1.0,7.0,2.0,5.0,52.0,52.0,62.0,6.2,10.0,1.0,1.0,1.0,5,16.2,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,4.0,1,0,8.0,8.0,0.0,5.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,1.0,9.0,0.0,9.0,1.0,1.0,1.0,8.0,1.0,6.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,,I tried to make higher bid to get the item,i entered the market and tried my luck,11,1,1,0914,2,
12,qcreueyf,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:15:24.402239,1,58.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,12,58.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,8.0,1.0,1.0,3.0,0.0,3.0,52.0,53.0,58.0,5.8,5.0,1.0,1.0,1.0,9,15.8,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,2.0,3.0,0.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,3.0,1.0,8.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,3.21,"In the first period, I made my decisions based on how much of a chance I had to earn a higher number of points.",My decision making process in the second period is pretty much the same as before except that I took the membership fee into consideration this time.,12,1,1,0914,2,
