id_in_session,code,_is_bot,_index_in_pages,_max_page_index,_current_app_name,_current_page_name,time_started_utc,visited,participant_code,session_code,is_demo,real_world_currency_per_point,name,participation_fee,id_in_group,payoff,reserve_m_1,reserve_m_2,value_1,value_1_1,value_1_2,value_1_3,value_1_4,value_1_5,value_1_6,value_2,value_2_1,value_2_2,value_2_3,value_2_4,value_2_5,value_2_6,value_1_max,value_2_max,reserve_p_2,upfront_2,random_m_1,random_m_2,reserve_2,profit_1,profit_2,profit,get_1,get_2,revenue,revenue_1,revenue_2,account_1,account_2,account,earn,bonus,getmyerson_1,getmyerson_2,getpost_2,lucky,finalpay,quiz1,quiz2,quiz3,quiz4,p_reserve_m_1,p_reserve_m_2,p_value_1,p_value_1_1,p_value_1_2,p_value_1_3,p_value_2,p_value_2_1,p_value_2_2,p_value_1_max,p_value_2_max,p_reserve_p_2,p_upfront_2,p_random_m_1,p_random_m_2,p_reserve_2,p_profit_1,p_profit_2,p_profit,p_get_1,p_get_2,p_revenue,p_revenue_1,p_revenue_2,p_getmyerson_1,p_getmyerson_2,p_getpost_2,p_bid_1,p_enter_2,p_bid_2,bid_1,enter_2,bid_2,lottery1,lottery2,lottery3,lottery4,lottery5,lottery6,lottery7,lottery8,lottery9,lottery10,survey1,survey2,survey3,survey4,survey5,survey6,surveyid,id_in_subsession,round_number,date,treatment,survey3grad,t,revenue_upfront,revenue_post,revenue_myerson,revenue_2_n,revenue_n,get_2_t,revenue_1_theory,upfront_theory,revenue_post_theory,revenue_2_theory,revenue_theory,revenue_post_t,revenue_2_enter,revenue_enter,revenue_n_t,revenue_min,revenue_min1,revenue_min2,diffbv_1,diffbv_2,overp1,overp2,diffbvp_1,diffbvp_2,over1,over2,diff1,diff2,diff_ave,profit_n,nonclair,risk,risks,theory_r1,theory_r2,theory_r,med1,lqt1,uqt1,iqr1,mean1,ls1,us1,outliers1,med,lqt,uqt,iqr,ls,us,mean,std,std1,std2,rev_1,std1t1,std2t1,rev_2,rev_t,rev_enter_t,rev_m,rev_m1,rev_m2,outliers,fpay,scenario,static
9,cm1auesb,0,24,24,Static_mechanism_worse_1,Results,2021-09-26 17:43:21.445210,1,74,t8zrstny,0,.1,Static_mechanism_worse_1,0,9,74,2,2,4,0,1,0,0,0,0,16,0,0,0,1,0,0,8,32,,0,0,0,,2,14,24,1,1,4,2,2,52,66,74,7.4000001,8,,,,10,17.4,0,0,,,4,4,4,0,1,0,4,1,0,8,8,,,,,,0,0,0,1,1,8,4,4,,,,4,,6,8,,32,1,1,1,1,1,0,0,0,0,0,1,21,7,3,Making the maximum bid as its always going be over or equal to the robot seller's price.,Keeping my decission. ,22,1,1,926,3,0,2,,,,2,4,0,0,0,,,,,,4,4,0,2.8,3,4,16,1,1,2,2,1,1,2,2,2,16,0,5,5,2,2,4,4,4,4,0,3.84375,4,2,4,4,4,4,0,4,2,3.84375,.54097944,3.9113724,3.7761276,1.9375,2.0051224,1.8698776,1.90625,4,3.84375,0,2.8,3,4,18,Scenario A,1
3,ir2uxuwq,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-27 16:40:11.922289,1,60,gxarmrj0,0,.1,Non_clairvoyant_dynamic_worse_2,0,3,60,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,4,4,0,2,1,0,0,0,0,10,1,1,4,2,2,50,50,60,6,10,1,1,1,1,16,0,0,1,0,4,4,2,1,1,0,6,0,1,4,12,2,3,1,1,4,0,2,2,0,1,7,0,7,0,1,1,3,1,6,2,1,4,1,1,1,1,1,0,0,0,0,0,1,25,10,,,,3,1,1,927,2,1,3,2,2,0,2,4,1,2,2,2,2,4,2,2,4,3.5,0,2.8,3,0,2,0,1,1,2,1,0,2,1,1.5,0,1,5,5,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
9,tgmotfw1,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-10-17 16:10:26.666422,1,75,35hy502h,0,.1,Non_clairvoyant_dynamic_worse_2,0,9,75,2,2,8,0,0,0,0,0,0,4,0,0,0,0,0,0,16,8,0,3,0,0,0,8,1,25,1,1,3,0,3,58,59,75,7.5,16,1,1,1,3,17.5,0,0,1,0,4,4,4,1,1,0,6,0,1,8,12,1,4,0,1,4,4,0,4,1,,0,0,0,1,0,0,4,0,,10,1,4,1,1,0,1,0,0,0,1,0,0,1,20,2,3.0999999,I tried to use reasoning and mind games to try to beat the seller.,I tried to apply the decisions to a real life lottery and what I would do in real life.,4,1,1,1017,2,0,3,3,3,0,3,3,1,0,3,3,3,3,3,3,3,3.5,0,2.8,3,2,0,1,0,1.25,1,0,1,1,1.25,1.125,9,1,2,4,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,18,Scenario B,0
7,exmcchoz,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-10-17 16:10:11.479342,1,62,35hy502h,0,.1,Non_clairvoyant_dynamic_worse_2,0,7,62,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,3,0,1,1,2,0,2,12,0,1,2,0,2,50,52,62,6.1999998,10,0,1,1,1,16.200001,0,0,1,0,4,4,6,0,0,1,6,0,1,12,12,1,4,1,0,1,2,1,3,1,1,9,4,5,1,1,1,4,1,4,0,1,4,1,1,1,1,1,1,0,0,0,0,1,23,1,,"In the first period I saw that my value was 2, the lowest amount, so I did not bid because I knew I would not be able to earn points unless the secret price was 1 or 0.  If my value was a high number, like 16, I would have bid 16 points since there would have been a good chance of the secret price being less than 16 and I could have earned a lot of points.","In the second period, since the membership fee was 0, I saw that my value was 4 and decided to bid less than 4 points so that I would earn at least 1 point if the price was low. I did not bid higher than my value because that would definitely lose me points.",2,1,1,1017,2,0,3,0,0,2,2,2,0,2,2,2,2,4,0,2,2,3.5,0,2.8,3,-2,0,0,0,0,1,0,0,1,0,.5,2,1,6,6,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
12,qcreueyf,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:15:24.402239,1,58,e5rgxdkc,0,.1,Non_clairvoyant_dynamic_worse_2,0,12,58,2,2,2,1,0,0,0,0,0,4,0,1,0,0,0,0,4,8,0,3,0,0,0,2,1,8,1,1,3,0,3,52,53,58,5.8000002,5,1,1,1,9,15.8,0,0,1,0,4,4,2,1,0,0,6,0,1,4,12,2,3,0,1,4,2,2,4,1,1,7,0,7,0,1,1,3,1,8,3,1,6,1,1,1,1,0,0,0,0,0,0,0,21,10,3.21,"In the first period, I made my decisions based on how much of a chance I had to earn a higher number of points.",My decision making process in the second period is pretty much the same as before except that I took the membership fee into consideration this time.,12,1,1,914,2,,3,3,3,0,3,3,1,0,2,2,2,2,3,2,2,3.5,0,2.8,3,1,2,1,1,1.5,1.5,1,1,1.5,1.5,1.5,3,1,4,4,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,16,Scenario B,0
19,8a6kde8e,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-27 16:42:18.882368,1,71,gxarmrj0,0,.1,Non_clairvoyant_dynamic_worse_2,0,19,71,2,2,8,0,0,1,0,0,0,2,1,0,0,0,0,0,16,4,0,3,1,0,0,6,-1,21,1,1,5,2,3,56,55,71,7.0999999,16,1,1,1,2,17.1,0,0,1,0,4,4,6,0,0,1,6,0,1,12,12,1,4,0,0,1,6,1,7,1,1,5,0,5,1,1,1,4,1,4,6,1,2,0,1,1,0,0,1,1,0,1,0,0,18,9,,,,19,1,1,927,2,0,3,3,3,0,3,5,1,2,3,3,3,5,3,3,5,3.5,0,2.8,3,-2,0,0,0,.75,1,0,0,1,.75,.875,5,1,2,5,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,18,Scenario B,0
11,wktkopuj,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:15:14.318195,1,62,e5rgxdkc,0,.1,Non_clairvoyant_dynamic_worse_2,0,11,62,2,2,4,0,1,0,0,0,0,2,1,0,0,0,0,0,8,4,0,3,1,1,2,2,0,12,1,1,7,2,5,52,52,62,6.1999998,10,1,1,1,5,16.200001,0,0,1,0,4,4,4,0,1,0,4,1,0,8,8,0,5,0,1,4,4,0,4,1,1,9,0,9,1,1,1,8,1,6,6,1,3,1,1,1,1,1,0,0,0,0,0,1,23,3,,I tried to make higher bid to get the item,i entered the market and tried my luck,11,1,1,914,2,,3,0,0,2,2,4,0,2,3,3,2,4,3,2,4,3.5,0,2.8,3,2,1,1,1,1.5,1.5,1,1,1.5,1.5,1.5,2,1,5,5,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
13,5kopi4kh,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:15:31.721116,1,66,e5rgxdkc,0,.1,Non_clairvoyant_dynamic_worse_2,0,13,66,2,2,4,0,1,0,0,0,0,4,0,1,0,0,0,0,8,8,0,3,0,1,2,4,2,16,1,1,5,0,5,54,56,66,6.5999999,10,1,1,1,5,16.6,0,0,1,0,4,4,2,1,0,0,6,0,1,4,12,1,4,1,0,1,-2,1,-1,1,1,9,4,5,1,1,1,4,1,4,4,1,4,1,1,1,1,1,1,0,0,0,0,0,19,5,4,i guessed,i guessed,13,1,1,914,2,,3,0,0,2,2,2,0,0,3,3,2,2,3,2,2,3.5,0,2.8,3,0,0,0,0,1,1,0,0,1,1,1,6,1,6,6,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
7,55mglaly,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-13 17:46:37.552771,1,73,8tt4aoii,0,.1,Non_clairvoyant_dynamic_worse_2,0,7,73,2,2,16,0,0,0,1,0,0,2,1,0,0,0,0,0,32,4,0,3,1,0,0,14,-1,23,1,1,5,2,3,64,63,73,7.3000002,10,1,0,1,1,17.299999,0,0,1,0,4,4,6,0,0,1,6,0,1,12,12,1,4,0,0,1,6,1,7,1,1,5,0,5,1,1,1,4,1,6,8,1,1,1,0,0,0,1,1,1,0,0,0,1,18,5,3.6700001,"In the first period, my decisions where mostly based on chance, but taking the price into account.","In the second period, my decisions were based on the fact that there was a possibility to gain points if I paid the membership price, but I could have lost (which I did).  In this case, it was a gamble to walk away with 3 points, or put them on the line.  I put them on the line, and ended up with -1",7,1,1,913,2,,3,3,3,0,3,5,1,2,3,3,3,5,3,3,5,3.5,0,2.8,3,-8,-1,0,0,.5,.5,0,0,.5,.5,.5,13,1,1,4,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,18,Scenario B,0
4,lqdm7470,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-13 17:45:55.796693,1,56,8tt4aoii,0,.1,Non_clairvoyant_dynamic_worse_2,0,4,56,2,2,4,0,1,0,0,0,0,2,1,0,0,0,0,0,8,4,0,3,1,0,0,2,-1,6,1,1,5,2,3,52,51,56,5.5999999,5,1,1,1,10,15.6,0,0,1,0,4,4,6,0,0,1,6,0,1,12,12,0,5,1,1,4,2,2,4,1,1,13,4,9,1,1,1,6,1,7,8,1,4,1,1,1,1,0,1,0,0,0,0,0,18,1,4,I bid the highest number that was distributed amongst the pool.,"I bid higher than the highest number distributed amongst the pool, in consideration of the membership fee.",4,1,1,913,2,,3,3,3,0,3,5,1,2,3,3,3,5,3,3,5,3.5,0,2.8,3,4,2,1,1,2,2,1,1,2,2,2,1,1,4,5,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,16,Scenario B,0
1,jq2my08t,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-10-17 16:08:37.904094,1,63,35hy502h,0,.1,Non_clairvoyant_dynamic_worse_2,0,1,63,2,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,8,4,0,3,0,0,0,4,-1,13,1,1,3,0,3,54,53,63,6.3000002,10,1,1,1,2,16.299999,0,0,1,0,4,4,6,1,0,1,4,1,0,12,8,1,4,0,0,1,6,-1,5,1,1,5,0,5,1,1,1,4,1,6,5,1,2,1,1,0,1,1,0,1,1,0,1,0,18,10,4,"I honestly didn't really understand the periods and the experiment, so I would bid slightly higher than my value because it did not seem like I would lose much.","I used the same logic as I did in the first period, but was more skeptical since in the tutorial I lost -1 point.",21,1,1,1017,2,0,3,3,3,0,3,3,1,0,3,3,3,3,3,3,3,3.5,0,2.8,3,1,0,1,0,1.25,1,0,1,1,1.25,1.125,3,1,2,7,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
16,b7w65mfk,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-27 16:41:57.114947,1,57,gxarmrj0,0,.1,Non_clairvoyant_dynamic_worse_2,0,16,57,2,2,4,0,1,0,0,0,0,2,1,0,0,0,0,0,8,4,0,3,1,1,2,2,0,7,1,1,7,2,5,52,52,57,5.6999998,5,1,1,1,10,15.7,0,0,1,0,4,4,6,0,1,1,4,1,0,12,8,0,5,1,0,0,2,-1,1,1,1,9,4,5,1,0,1,8,1,3,6,1,2,1,0,1,1,0,1,0,0,1,0,0,20,10,3.1199999,I would always bid higher that the value of the item ,"Bid higher than the value of the item, but lower than the membership fee. ",16,1,1,927,2,0,3,0,0,2,2,4,0,2,3,3,2,4,3,2,4,3.5,0,2.8,3,2,0,1,0,1.5,1,0,1,1,1.5,1.25,2,1,1,5,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,16,Scenario B,0
3,ojkc8v5v,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-10-10 16:36:36.919799,1,54,hxmh5b5z,0,.1,Non_clairvoyant_dynamic_worse_2,0,3,54,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,3,0,1,0,3,0,-1,4,0,1,3,0,3,50,49,54,5.4000001,5,0,1,1,8,15.4,0,0,1,0,4,4,6,0,1,1,6,0,1,12,12,0,5,1,0,0,2,1,3,1,1,9,4,5,1,1,1,6,1,6,0,1,3,1,0,1,1,0,1,0,0,0,0,1,20,10,2.8,I bid at zero so I pay a zero membership fee in the second round ,I guessed a 3 because if the bid range was 2-4 I felt that 3 was safer since I would either lose 1 point or zero and still get the item ,21,1,1,1010,2,0,3,0,3,0,3,3,0,2,2,2,2,4,0,2,2,3.5,0,2.8,3,-2,1,0,1,0,1.5,1,0,1.5,0,.75,-1,1,1,4,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,16,Scenario B,0
8,2efaskp5,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-10-17 16:10:20.244742,1,58,35hy502h,0,.1,Non_clairvoyant_dynamic_worse_2,0,8,58,2,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,8,8,0,3,1,0,0,2,1,8,1,1,5,2,3,52,53,58,5.8000002,5,1,1,1,9,15.8,0,0,1,0,4,4,4,0,1,1,6,0,1,8,12,0,5,1,0,0,0,1,1,1,1,9,4,5,1,1,1,6,1,6,5,1,5,1,0,1,1,0,0,1,0,0,1,0,20,5,3.25,I tried to use strategy to make this decision. I used what I recalled from the practice session. ,I used the background knowledge I had from the first period. I also tried to strategize this time around. Strategy is a key for me.  ,3,1,1,1017,2,0,3,3,3,0,3,5,1,2,3,3,3,5,3,3,5,3.5,0,2.8,3,1,1,1,1,1.25,1.25,1,1,1.25,1.25,1.25,3,1,1,5,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,16,Scenario B,0
6,t7dno1m2,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-10-17 16:10:05.323278,1,69,35hy502h,0,.1,Non_clairvoyant_dynamic_worse_2,0,6,69,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,3,0,0,0,2,1,19,1,1,3,0,3,52,53,69,6.9000001,16,1,1,1,1,16.9,0,0,1,0,4,4,4,0,1,1,6,0,1,8,12,0,5,0,0,0,4,1,5,1,1,5,0,5,1,1,1,8,1,4,4,1,6,1,0,1,1,0,1,1,0,1,1,0,22,5,7.04,by keeping in mind that bid value should be higher than the secret value,bid value should be higher than secret value and whether membership fee is being waived or not,1,1,1,1017,2,1,3,3,3,0,3,3,1,0,2,2,2,2,3,2,2,3.5,0,2.8,3,2,2,1,1,2,1.5,1,1,1.5,2,1.75,3,1,1,7,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
1,e09nq1wk,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:12:45.964086,1,59,e5rgxdkc,0,.1,Non_clairvoyant_dynamic_worse_2,0,1,59,2,2,2,1,0,0,0,0,0,4,0,1,0,0,0,0,4,8,0,3,1,0,0,0,1,9,1,1,5,2,3,50,51,59,5.9000001,8,1,1,1,7,15.9,0,0,1,0,4,4,2,1,0,0,6,0,1,4,12,1,4,0,1,4,2,2,4,1,1,8,0,8,1,1,1,4,1,12,4,1,6,1,1,1,1,1,0,0,0,0,0,1,31,4,3.3399999,I tried to bid the highest as there was no membership fee so i was going to get the item anyway,I paid the membership fee so I can get a chance to play and then went with a not too high number  ,1,1,1,914,2,,3,3,3,0,3,5,1,2,2,2,2,4,3,2,4,3.5,0,2.8,3,2,2,1,1,2,1.5,1,1,1.5,2,1.75,1,1,5,5,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,16,Scenario B,0
11,3dszop05,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-27 16:41:10.344812,1,58,gxarmrj0,0,.1,Non_clairvoyant_dynamic_worse_2,0,11,58,2,2,2,1,0,0,0,0,0,4,0,1,0,0,0,0,4,8,0,2,1,0,0,0,0,8,1,0,2,2,0,50,50,58,5.8000002,8,1,0,0,8,15.8,0,0,1,0,4,4,2,1,0,0,4,1,0,4,8,3,2,0,0,3,2,-1,1,1,1,5,0,5,0,1,1,2,1,4,2,0,,1,1,1,1,1,1,0,0,0,0,0,24,10,3.5,"i read the instructions carefully. i think the second period isn't worth losing the points - i had to pay membership fee and could only get the item by bidding higher than the price set by the seller. from the practice session, i noticed that there's a sentence which if i may paraphrase mean that people usually lose some money in the second round. power of suggestion? maybe. honestly, i haven't been feeling lucky so i'd rather not take my chances. so i tried not to lose money in the first period and just left it as is.",i didn't - i stopped at the first period.,11,1,1,927,2,0,3,0,0,0,0,2,1,2,2,2,2,4,2,2,4,3.5,0,2.8,3,0,,0,1,1,,1,0,,1,0,0,1,6,6,1,2.5,3.5,,,,,,,,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,16,Scenario B,0
4,v9wyhb1a,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-10-10 16:37:09.038810,1,55,hxmh5b5z,0,.1,Non_clairvoyant_dynamic_worse_2,0,4,55,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,2,1,1,2,0,0,5,1,1,6,2,4,50,50,55,5.5,5,1,1,1,6,15.5,0,0,1,0,4,4,2,1,0,0,6,0,1,4,12,4,1,1,1,4,0,2,2,0,1,5,0,5,0,1,1,1,1,9,2,1,4,1,1,0,0,0,0,0,0,0,0,1,20,1,,,,22,1,1,1010,2,0,3,0,0,2,2,4,0,2,2,2,2,4,2,2,4,3.5,0,2.8,3,0,2,0,1,1,2,1,0,2,1,1.5,0,1,2,2,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,16,Scenario B,0
1,9zxfly46,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-27 16:39:46.345101,1,66,gxarmrj0,0,.1,Non_clairvoyant_dynamic_worse_2,0,1,66,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,4,4,0,3,1,1,2,0,0,16,1,1,7,2,5,50,50,66,6.5999999,16,1,1,1,4,16.6,0,0,1,0,4,4,2,1,0,0,4,1,0,4,8,3,2,0,1,4,2,0,2,1,1,6,0,6,0,1,1,2,1,6,3,1,2,1,1,1,0,0,1,0,0,0,0,1,19,2,,"First decision was made based on luck, as the values could have been anywhere between 2 and 36 points.",Paid the membership fee to learn my true value and bid based on whether it would be greater or equal to the highest secret value which was 6.,1,1,1,927,2,0,3,0,0,2,2,4,0,2,2,2,2,4,3,2,4,3.5,0,2.8,3,1,0,1,0,1.5,1,0,1,1,1.5,1.25,0,1,3,4,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
2,wiosytz4,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-10-10 16:35:56.066435,1,68,hxmh5b5z,0,.1,Non_clairvoyant_dynamic_worse_2,0,2,68,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,2,1,0,0,2,2,0,18,1,0,0,0,0,52,52,68,6.8000002,16,0,0,0,2,16.799999,0,0,1,0,4,4,4,0,1,1,6,0,1,8,12,1,4,1,1,4,0,0,0,1,0,8,4,4,1,0,1,4,1,2,1,0,,1,0,1,1,0,0,0,0,0,0,1,19,2,3.8,"Splitting between playing it safe for the first question, going risky by not paying for membership in the second question","Playing it safe for the first five where the odds were lower for a higher pay out, going for a higher pay out in the second five where the odds were higher",20,1,1,1010,2,0,3,0,0,0,0,0,1,0,2,4,4,4,3,3,3,3.5,0,2.8,3,-1,,0,1,.5,,1,0,,.5,-1,2,1,1,3,1,2.5,3.5,,,,,,,,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
11,f7lgjc9u,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-13 17:47:24.064691,1,66,8tt4aoii,0,.1,Non_clairvoyant_dynamic_worse_2,0,11,66,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,4,4,3,0,1,0,3,0,0,16,0,0,0,0,0,50,50,66,6.5999999,16,0,0,0,4,16.6,0,0,1,0,4,4,2,1,0,0,6,0,1,4,12,6,0,0,0,6,2,0,2,1,0,0,0,0,0,1,0,0,1,4,0,1,1,1,1,1,0,0,0,0,0,0,0,1,20,7,3.97,"I chose 0 as I only valued it at 2 and so even if the secret price was 2 and I got the item, I would have broken even. I also chose 0 as I knew it would influence the membership fee + secret price for the next round. ","I chose 1 as I only valued it at 2 and so even if the secret price was 2 and I got the item, I would have broken even. ",11,1,1,913,2,,3,0,0,0,0,0,0,2,2,2,2,4,0,2,2,3.5,0,2.8,3,-2,-1,0,0,0,.5,0,0,.5,0,.25,0,1,3,3,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
5,oipufw5p,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-13 17:46:09.319009,1,62,8tt4aoii,0,.1,Non_clairvoyant_dynamic_worse_2,0,5,62,2,2,4,0,1,0,0,0,0,4,0,1,0,0,0,0,8,8,0,3,1,1,2,2,2,12,1,1,7,2,5,52,54,62,6.1999998,8,1,1,1,6,16.200001,0,0,1,0,4,4,4,0,1,0,6,0,1,8,12,2,3,1,1,4,0,2,2,0,1,7,0,7,0,1,1,3,1,12,6,1,4,1,1,1,1,1,1,0,0,0,0,1,25,5,4,"As there is no membership fee and we only have to pay the secret price even the bidding value is high, I chose the larger value as I will be making the profit for sure","To play the game, the membership price is mandatory so paid membership price, Item value divided 50%-50% among 4 points and 2 points. So, I kept the bidding price as 4 as the robot also have to consider 2 points to consider a secret price and it will be less then 4. So, I chose 4",5,1,1,913,2,,3,0,0,2,2,4,0,2,3,3,2,4,3,2,4,3.5,0,2.8,3,2,0,1,0,1.5,1,0,1,1,1.5,1.25,4,1,6,6,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
8,tzmizb1j,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-27 16:40:42.482620,1,68,gxarmrj0,0,.1,Non_clairvoyant_dynamic_worse_2,0,8,68,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,4,4,0,3,0,1,2,2,0,18,1,1,5,0,5,52,52,68,6.8000002,16,1,1,1,1,16.799999,0,0,1,0,4,4,2,1,0,0,6,0,1,4,12,3,2,0,0,3,2,1,3,1,1,5,0,5,0,1,1,2,1,8,3,1,3,1,1,1,1,0,0,0,0,0,0,0,22,2,3.6700001,I wish for a free item with a average bet. ,"I wish to have the item with higher bit. However, I don't wish to risk my profit.",8,1,1,927,2,0,3,0,0,2,2,2,0,0,2,2,2,2,3,2,2,3.5,0,2.8,3,1,1,1,1,1.5,1.5,1,1,1.5,1.5,1.5,2,1,4,4,1,2.5,3.5,3,2,4,2,3.2142856,5,0,,3,2,4,2,5,0,2.90625,1.3997591,3.0812199,2.7312801,.90625,1.0812199,.73128009,2,3.5,3.171875,0,2.8,3,,17,Scenario B,0
